Ticker,Date,Open,High,Low,Close,Volume,Open Interest,Range,Close < Open,Count,,Max,12,,
XJO,20180625,6225.7002,6250.7998,6204.2998,6210.4082,593834880,0,30.19995,FALSE,0,,,,,
XJO,20180622,6232.1001,6243.3999,6217,6225.2251,594131648,0,20.3999,FALSE,0,,,,,
XJO,20180621,6172.6001,6249.2998,6172.6001,6232.13379,867451648,0,31.30005,FALSE,0,,,,,
XJO,20180620,6102.1001,6172.6001,6102.1001,6172.58008,683635200,0,17.40015,FALSE,0,,,,,
XJO,20180619,6104.1001,6147.6001,6102.1001,6102.12402,549913408,0,38,FALSE,0,,,,,
XJO,20180618,6094,6114.8999,6085.2002,6104.12695,506196800,0,21.8999,TRUE,1,,,,,
XJO,20180615,6016.6001,6100.1001,6016.6001,6094.02881,1038051648,0,22.69995,FALSE,0,,,,,
XJO,20180614,6023.5,6033.7002,6007.5,6016.63477,597180800,0,19.8999,FALSE,0,,,,,
XJO,20180613,6054.3999,6054.3999,6010.7002,6023.5332,561418624,0,21.3999,FALSE,0,,,,,
XJO,20180612,6045.2002,6063.8999,6040.7998,6054.43701,670063232,0,27.72998,FALSE,0,,,,,
XJO,20180608,6057.2998,6060.7998,6041.3999,6045.18311,469745216,0,43.09985,FALSE,0,,,,,
XJO,20180607,6025.1001,6070.7002,6025.1001,6057.29199,510972960,0,86.8999,FALSE,0,,,,,
XJO,20180606,5994.8999,6026.1001,5994.8999,6025.10596,621203456,0,37.69995,TRUE,1,,,,,
XJO,20180605,6025.5,6025.5,5982.2002,5994.87598,583704512,0,29.69995,FALSE,0,,,,,
XJO,20180604,5990.3999,6038.5,5990.3999,6025.54785,521619360,0,25.40015,FALSE,0,,,,,
XJO,20180601,6011.8999,6011.8999,5972,5990.38916,474667776,0,29.80005,TRUE,1,,,,,
XJO,20180531,5984.7002,6024.3999,5984.7002,6011.88281,840416832,0,21.09985,TRUE,2,,,,,
XJO,20180530,6013.6001,6013.6001,5964.1001,5984.73389,766061248,0,29.5,FALSE,0,,,,,
XJO,20180529,6004,6025.2002,5995.6001,6013.55811,547641280,0,19,TRUE,1,,,,,
XJO,20180528,6032.7998,6032.7998,5993.7998,6004.021,488807072,0,23.09985,TRUE,2,,,,,
XJO,20180525,6037.1001,6038.8999,6016.6001,6032.82422,549106368,0,33.59985,TRUE,3,,,,,
XJO,20180524,6032.5,6039.2998,6011.8999,6037.08105,529453856,0,12.7998,TRUE,4,,,,,
XJO,20180523,6041.8999,6056.6001,6026.1001,6032.50586,584657792,0,24.30005,FALSE,0,,,,,
XJO,20180522,6084.5,6084.5,6028.5,6041.87109,493889600,0,22.80005,TRUE,1,,,,,
XJO,20180521,6087.3999,6094.8999,6070.2998,6084.48877,451688608,0,30.80005,TRUE,2,,,,,
XJO,20180518,6094.2998,6110.6001,6079.5,6087.35791,469132896,0,15.69995,FALSE,0,,,,,
XJO,20180517,6107,6120.2002,6077.6001,6094.25684,563315456,0,34.80005,FALSE,0,,,,,
XJO,20180516,6097.7998,6129.7002,6094.5,6106.95996,702627264,0,28.6001,TRUE,1,,,,,
XJO,20180515,6135.2998,6146.7998,6097.7998,6097.81885,642317312,0,28.09985,TRUE,2,,,,,
XJO,20180514,6116.2002,6135.5,6109.2998,6135.29688,589140096,0,20.3999,FALSE,0,,,,,
XJO,20180511,6118.7002,6140.8999,6116.18701,6116.18701,476439072,0,30,TRUE,1,,,,,
XJO,20180510,6108,6145.2002,6108,6118.74805,558556672,0,11.3999,TRUE,2,,,,,
XJO,20180509,6091.8999,6111.5,6083.2998,6108.02393,548745920,0,30.90015,TRUE,3,,,,,
XJO,20180508,6084.5,6111.2002,6084.5,6091.88477,598596928,0,17.7002,FALSE,0,,,,,
XJO,20180507,6063.2002,6110.2002,6063.2002,6084.47314,452490272,0,30.5,FALSE,0,,,,,
XJO,20180504,6098.2998,6109.7002,6061.2998,6062.89307,571982336,0,13.1001,FALSE,0,,,,,
XJO,20180503,6050.2002,6109.7002,6050.2002,6098.2749,663260096,0,16.59985,FALSE,0,,,,,
XJO,20180502,6015.2002,6053.6001,6009.5,6050.18506,677553664,0,30,FALSE,0,,,,,
XJO,20180501,5982.7002,6022.1001,5978.5,6015.23389,613667456,0,16.7998,TRUE,1,,,,,
XJO,20180430,5953.6001,5991.1001,5945.6001,5982.73193,590271168,0,14.69995,FALSE,0,,,,,
XJO,20180427,5910.7998,5953.646,5910.7998,5953.646,641617408,0,10.80005,FALSE,0,,,,,
XJO,20180426,5921.6001,5938.7998,5903.1001,5910.77197,749937024,0,15,TRUE,1,,,,,
XJO,20180424,5886,5928.7998,5879.6001,5921.55322,664005696,0,15,FALSE,0,,,,,
XJO,20180423,5868.7998,5894.7002,5868.7998,5886.01318,444077920,0,17.3999,FALSE,0,,,,,
XJO,20180420,5881,5887,5862.7002,5868.77588,498400000,0,18.80005,FALSE,0,,,,,
XJO,20180419,5861.3999,5902.8999,5861.3999,5881,660419392,0,23.69995,FALSE,0,,,,,
XJO,20180418,5841.5,5864.7998,5841.5,5861.4209,479646720,0,13.5,FALSE,0,,,,,
XJO,20180417,5841.2998,5871.1001,5841.2998,5841.54688,460768992,0,11.30005,TRUE,1,,,,,
XJO,20180416,5829.1001,5867.6001,5829.1001,5841.33887,393703424,0,22,FALSE,0,,,,,
XJO,20180413,5815.5,5844.7002,5815.5,5829.07715,412571232,0,18,FALSE,0,,,,,
XJO,20180412,5828.7002,5837.8999,5801.5,5815.53223,588535168,0,26.59985,FALSE,0,,,,,
XJO,20180411,5857,5864,5825.2998,5828.68408,505478848,0,16.5,TRUE,1,,,,,
XJO,20180410,5808.7002,5857.7998,5785.7002,5856.96924,438801920,0,19.6001,TRUE,2,,,,,
XJO,20180409,5788.7002,5816.6001,5771.1001,5808.66895,433531200,0,16.6001,FALSE,0,,,,,
XJO,20180406,5788.7998,5799.2002,5761.8999,5788.73877,405156352,0,32.69995,TRUE,1,,,,,
XJO,20180405,5761.3999,5806,5761.3999,5788.80615,480801920,0,60.19995,TRUE,2,,,,,
XJO,20180404,5751.8999,5764.2998,5728.7998,5761.35205,604266176,0,38,FALSE,0,,,,,
XJO,20180403,5759.3999,5766,5724.7998,5751.92383,516200800,0,24.19995,FALSE,0,,,,,
XJO,20180329,5789.5,5804.2998,5752.7002,5759.36523,702062656,0,19.8999,FALSE,0,,,,,
XJO,20180328,5832.2998,5832.2998,5781.6001,5789.46484,516139936,0,34.19995,TRUE,1,,,,,
XJO,20180327,5790.5,5837.5,5790.5,5832.2998,583822528,0,26.2002,TRUE,2,,,,,
XJO,20180326,5820.7002,5820.7002,5773.2998,5790.46484,534661152,0,20.19995,FALSE,0,,,,,
XJO,20180323,5937.2002,5937.2002,5808.1001,5820.72705,608963008,0,24,TRUE,1,,,,,
XJO,20180322,5950.2998,5958.2998,5909.1001,5937.15088,607140672,0,30,FALSE,0,,,,,
XJO,20180321,5936.3999,5963,5934.7002,5950.27002,557819328,0,30.1001,FALSE,0,,,,,
XJO,20180320,5959.3999,5959.3999,5915.6001,5936.38281,523172256,0,24,FALSE,0,,,,,
XJO,20180319,5949.3999,5982.5,5933.5,5959.43408,445668960,0,35.5,TRUE,1,,,,,
XJO,20180316,5920.8999,5952.7002,5920.8999,5949.42285,1048162240,0,58.5,TRUE,2,,,,,
XJO,20180315,5935.2998,5935.2998,5906.1001,5920.85303,723969600,0,53.3999,TRUE,3,,,,,
XJO,20180314,5974.7002,5974.7002,5922.7998,5935.31201,548174336,0,20,FALSE,0,,,,,
XJO,20180313,5996.1001,5996.1001,5949.6001,5974.71387,525091264,0,13.5,TRUE,1,,,,,
XJO,20180312,5971.2998,6026.1001,5971.2998,5996.12109,488250944,0,76.69995,TRUE,2,,,,,
XJO,20180309,5942.8999,5978.3999,5942.1001,5963.23291,535440800,0,38.1001,FALSE,0,,,,,
XJO,20180308,5902,5942.8999,5895.6001,5942.86719,570661760,0,42.69995,FALSE,0,,,,,
XJO,20180307,5962.3999,5962.3999,5895.2998,5901.98779,559244544,0,34.69995,FALSE,0,,,,,
XJO,20180306,5895,5979.5,5895,5962.43701,622326272,0,38.19995,FALSE,0,,,,,
XJO,20180305,5928.8999,5928.8999,5886.5,5895.03223,514737056,0,20,FALSE,0,,,,,
XJO,20180302,5973.2998,5973.2998,5902.2002,5928.896,571268544,0,22.5,FALSE,0,,,,,
XJO,20180301,6016,6016,5957.5,5973.3418,595492480,0,45.3999,FALSE,0,,,,,
XJO,20180228,6056.8999,6056.8999,6012.6001,6015.95898,808450880,0,20.5,TRUE,1,,,,,
XJO,20180227,6042.2002,6083,6042.2002,6056.86084,718451776,0,20.30005,TRUE,2,,,,,
XJO,20180226,5999.7998,6042.2002,5999.7998,6042.17676,622607168,0,33.40015,TRUE,3,,,,,
XJO,20180223,5950.8999,6003.3999,5950.8999,5999.78516,721724864,0,40.3999,TRUE,4,,,,,
XJO,20180222,5943.7002,5973.1001,5928.2998,5950.88086,729277312,0,24.3999,TRUE,5,,,,,
XJO,20180221,5940.8999,5955.2002,5920.2002,5943.72412,592546176,0,21.69995,TRUE,6,,,,,
XJO,20180220,5941.6001,5942.2998,5912.7002,5940.854,599777728,0,38.59985,TRUE,7,,,,,
XJO,20180219,5904.3999,5949.6001,5890.2002,5941.58789,555942464,0,40.5,TRUE,8,,,,,
XJO,20180216,5909,5938.1001,5902.2998,5904.03906,583920128,0,66,FALSE,0,,,,,
XJO,20180215,5841.2002,5913.1001,5841.2002,5908.99023,647640000,0,20.19995,TRUE,1,,,,,
XJO,20180214,5855.8999,5868.1001,5830.7998,5841.23584,558090560,0,47.8999,TRUE,2,,,,,
XJO,20180213,5820.7002,5860.2002,5814.8999,5855.8999,623472000,0,46.3999,TRUE,3,,,,,
XJO,20180212,5838,5840.5,5791.2998,5820.69482,575452736,0,54.80005,FALSE,0,,,,,
XJO,20180209,5890.7002,5890.7002,5786.7998,5837.97119,651042112,0,38.6001,FALSE,0,,,,,
XJO,20180208,5876.7998,5893.6001,5838.1001,5890.69922,571603648,0,14.6001,TRUE,1,,,,,
XJO,20180207,5833.2998,5938.6001,5833.2998,5876.80811,793669888,0,17,FALSE,0,,,,,
XJO,20180206,6026.2002,6026.2002,5795.8999,5833.33984,933655680,0,29.80005,TRUE,1,,,,,
XJO,20180205,6121.3999,6121.3999,6013.2002,6026.23096,608891072,0,25.69995,FALSE,0,,,,,
XJO,20180202,6090.1001,6121.3999,6077.7998,6121.38916,511454208,0,24.3999,FALSE,0,,,,,
XJO,20180201,6037.7002,6093.6001,6037.7002,6090.06689,643727872,0,18.09985,TRUE,1,,,,,
XJO,20180131,6022.7998,6043.7002,5993.6001,6037.68311,678597376,0,32.8999,FALSE,0,,,,,
XJO,20180130,6075.3999,6075.3999,6016.5,6022.79785,497270144,0,33.6001,FALSE,0,,,,,
XJO,20180129,6050,6090.2002,6050,6075.40918,487898528,0,41.2002,FALSE,0,,,,,
XJO,20180125,6054.7002,6056,6029.1001,6050.02295,512800608,0,30.5,FALSE,0,,,,,
XJO,20180124,6037,6066.2998,6036.2002,6054.6582,512701056,0,47.5,FALSE,0,,,,,
XJO,20180123,5991.8999,6041,5991.8999,6036.96191,486242336,0,24.09985,TRUE,1,,,,,
XJO,20180122,6005.7998,6017.7998,5991.8999,5991.91309,445978048,0,41.3999,TRUE,2,,,,,
XJO,20180119,6014.6001,6028.7002,6002.2002,6005.80615,527237600,0,41.80005,TRUE,3,,,,,
XJO,20180118,6015.7998,6035.6001,6014.56592,6014.56592,518804160,0,27.5,TRUE,4,,,,,
XJO,20180117,6048.6001,6048.6001,6012.8999,6015.81396,513856448,0,26.7002,FALSE,0,,,,,
XJO,20180116,6077.1001,6077.7998,6042,6048.63818,461233536,0,30.69995,FALSE,0,,,,,
XJO,20180115,6070.1001,6103.6001,6070.1001,6077.08203,433662848,0,22.1001,TRUE,1,,,,,
XJO,20180112,6067.6001,6086,6067.6001,6070.05322,470368768,0,39,FALSE,0,,,,,
XJO,20180111,6096.7002,6097.1001,6053.8999,6067.62207,472408064,0,12.19995,TRUE,1,,,,,
XJO,20180110,6135.7998,6150,6096.5,6096.67822,519687424,0,27,TRUE,2,,,,,
XJO,20180109,6130.3999,6149.6001,6130.3999,6135.80713,510214080,0,24.30005,TRUE,3,,,,,
XJO,20180108,6122.2998,6143,6122.2998,6130.37305,346287520,0,20.5,TRUE,4,,,,,
XJO,20180105,6077.1001,6124.7998,6077.1001,6122.34814,388940480,0,17.6001,TRUE,5,,,,,
XJO,20180104,6070.3999,6102.2002,6068.7998,6077.07813,412188384,0,23.70508,FALSE,0,,,,,
XJO,20180103,6061.2998,6082.2998,6060.7998,6070.38281,350992352,0,17.8999,FALSE,0,,,,,
XJO,20180102,6065.1001,6074.1001,6035.7998,6061.27881,248986048,0,35.19995,TRUE,1,,,,,
XJO,20171229,6088.1001,6091.6001,6051.6001,6065.12891,322429408,0,23,TRUE,2,,,,,
XJO,20171228,6069.8999,6088.14307,6063.2002,6088.14307,269774656,0,37.6001,FALSE,0,,,,,
XJO,20171227,6069.7002,6092.7998,6069,6069.87305,255548384,0,9,TRUE,1,,,,,
XJO,20171222,6060.3999,6087.2002,6060.3999,6069.71094,506894496,0,43.6001,FALSE,0,,,,,
XJO,20171221,6075.6001,6082,6054.7998,6060.35791,830669184,0,42.5,FALSE,0,,,,,
XJO,20171220,6071.7998,6083.2998,6057,6075.62012,559058496,0,36.2002,FALSE,0,,,,,
XJO,20171219,6038.8999,6080.6001,6038.8999,6071.78809,601372288,0,30.30005,TRUE,1,,,,,
XJO,20171218,5997,6040.8999,5997,6038.93018,579343808,0,35,FALSE,0,,,,,
XJO,20171215,6011.2998,6011.2998,5989.7998,5996.97217,956569472,0,15.90015,FALSE,0,,,,,
XJO,20171214,6021.7998,6043.3999,6011.25879,6011.25879,666541760,0,17.69995,TRUE,1,,,,,
XJO,20171213,6013.2002,6027.2002,6003.1001,6021.8291,696799424,0,29.69995,TRUE,2,,,,,
XJO,20171212,5998.2998,6015.7998,5998.2998,6013.20313,559584128,0,54.6001,TRUE,3,,,,,
XJO,20171211,5994.3999,6015,5990,5998.2832,466338112,0,21.1001,FALSE,0,,,,,
XJO,20171208,5977.7002,6012,5977.7002,5994.36816,473594752,0,23.3999,FALSE,0,,,,,
XJO,20171207,5945.7002,5987.2002,5944.2998,5977.72314,539565056,0,33,TRUE,1,,,,,
XJO,20171206,5971.7998,5971.7998,5938.7002,5945.70605,619178880,0,73.5,TRUE,2,,,,,
XJO,20171205,5985.6001,5985.6001,5948.7002,5971.81982,599255680,0,17,FALSE,0,,,,,
XJO,20171204,5989.7998,6000.5,5979,5985.58691,515622016,0,34.30005,FALSE,0,,,,,
XJO,20171201,5969.8999,6011.3999,5969.8999,5989.75586,410744512,0,19.30005,FALSE,0,,,,,
XJO,20171130,6011.1001,6011.1001,5949.2002,5969.89209,868506880,0,73.62695,TRUE,1,,,,,
XJO,20171129,5984.2998,6031.3999,5984.2998,6011.11523,547176000,0,54.94507,FALSE,0,,,,,
XJO,20171128,5988.7998,6004.2998,5976.2998,5984.25195,766014912,0,36.30005,TRUE,1,,,,,
XJO,20171127,5982.6001,6009,5978.1001,5988.77295,435677280,0,59.6001,FALSE,0,,,,,
XJO,20171124,5986.2998,5986.2998,5951.3999,5982.55078,435926688,0,25,FALSE,0,,,,,
XJO,20171123,5986.3999,5991.1001,5971,5986.19482,476093504,0,45.8999,TRUE,1,,,,,
XJO,20171122,5963.5,5998.1001,5963.5,5986.41309,581633792,0,26.40015,TRUE,2,,,,,
XJO,20171121,5945.7002,5969.1001,5945.2002,5963.521,491331648,0,19.80005,TRUE,3,,,,,
XJO,20171120,5957.2998,5957.2998,5922.6001,5945.6709,443479232,0,17.09985,TRUE,4,,,,,
XJO,20171117,5943.5,5978.7002,5943.5,5957.25391,446196896,0,25.8999,FALSE,0,,,,,
XJO,20171116,5934.2002,5953.6001,5916.1001,5943.51123,596442880,0,16.19995,FALSE,0,,,,,
XJO,20171115,5968.7002,5968.7002,5934.2002,5934.23486,627916096,0,12.3999,TRUE,1,,,,,
XJO,20171114,6021.7998,6021.7998,5957.1001,5968.74609,610725568,0,21.44604,FALSE,0,,,,,
XJO,20171113,6029.3999,6029.3999,6010.7002,6021.77197,422628384,0,49.69995,FALSE,0,,,,,
XJO,20171110,6049.3999,6049.3999,6020.7002,6029.37207,444628544,0,29.30005,FALSE,0,,,,,
XJO,20171109,6016.2998,6052.1001,6016.2998,6049.4248,585880320,0,19.8999,FALSE,0,,,,,
XJO,20171108,6014.2998,6022.7998,5996.2002,6016.26514,494155808,0,34.40015,TRUE,1,,,,,
XJO,20171107,5953.7998,6017.3999,5953.7998,6014.34082,461215136,0,36.823,FALSE,0,,,,,
XJO,20171106,5959.8999,5966.2998,5945.7002,5953.77979,453014368,0,30.19995,FALSE,0,,,,,
XJO,20171103,5931.7002,5968.2002,5931.7002,5959.87598,468619392,0,24.5,TRUE,1,,,,,
XJO,20171102,5937.7998,5961.5,5929.1001,5931.70703,520994592,0,24,FALSE,0,,,,,
XJO,20171101,5909,5952.3999,5909,5937.76611,608297856,0,12.90015,FALSE,0,,,,,
XJO,20171031,5919.1001,5934.5,5908.2998,5909.01709,536770496,0,32.80005,FALSE,0,,,,,
XJO,20171030,5903.6001,5927.7002,5903.6001,5919.0791,484177632,0,16.30005,TRUE,1,,,,,
XJO,20171027,5916.2998,5938.1001,5859.2002,5903.15723,623191360,0,46,TRUE,2,,,,,
XJO,20171026,5905.6001,5916.2998,5884.6001,5916.29688,546433024,0,22.8999,FALSE,0,,,,,
XJO,20171025,5897.6001,5919.8999,5895.1001,5905.59717,562697408,0,17.19995,TRUE,1,,,,,
XJO,20171024,5894,5908.7998,5885.3999,5897.61279,502234496,0,19.8999,FALSE,0,,,,,
XJO,20171023,5907,5925.2998,5892.2998,5893.96191,428251872,0,29.30005,TRUE,1,,,,,
XJO,20171020,5896.1001,5924.8999,5868.6001,5906.98779,486911104,0,35.59985,FALSE,0,,,,,
XJO,20171019,5890.5,5910.2002,5884.8999,5896.12891,635701568,0,24.3999,FALSE,0,,,,,
XJO,20171018,5889.6001,5906.1001,5886.7002,5890.47705,544972992,0,14.40015,FALSE,0,,,,,
XJO,20171017,5846.7998,5896.2998,5846.7998,5889.61182,494543488,0,34.7998,TRUE,1,,,,,
XJO,20171016,5814.2002,5856.2998,5814.2002,5846.76318,463515008,0,19.5,TRUE,2,,,,,
XJO,20171013,5794.5,5825.2002,5792.7002,5814.15381,438596736,0,39.30005,TRUE,3,,,,,
XJO,20171012,5772.1001,5794.5,5763.7002,5794.46582,469181504,0,22.80005,FALSE,0,,,,,
XJO,20171011,5738.1001,5778.1001,5738.1001,5772.14502,528909920,0,25.604,FALSE,0,,,,,
XJO,20171010,5739.2998,5750.2998,5720.3999,5738.10986,453775456,0,36.5,TRUE,1,,,,,
XJO,20171009,5710.7998,5759.2002,5710.7998,5739.25781,433020960,0,15.7998,TRUE,2,,,,,
XJO,20171006,5651.7998,5710.7002,5651.7998,5710.6748,455850016,0,21.09985,FALSE,0,,,,,
XJO,20171005,5652.1001,5673.6001,5650.8999,5651.76611,475640288,0,18.19995,FALSE,0,,,,,
XJO,20171004,5701.3999,5702.7998,5651.1001,5652.05811,518994784,0,48.30005,FALSE,0,,,,,
XJO,20171003,5729.2998,5736.3999,5692.7002,5701.44189,487113792,0,41.5,FALSE,0,,,,,
XJO,20171002,5681.6001,5751,5681.6001,5729.33008,352062080,0,30.5,TRUE,1,,,,,
XJO,20170929,5670.3999,5688.5,5651.8999,5681.60986,594321344,0,20.69995,FALSE,0,,,,,
XJO,20170928,5664.2998,5685.8999,5664.2998,5670.38477,548263488,0,16.30005,TRUE,1,,,,,
XJO,20170927,5671,5672.6001,5649.1001,5664.2832,532693696,0,35.80005,FALSE,0,,,,,
XJO,20170926,5683.7002,5698.5,5666.6001,5670.98291,513287552,0,28.3999,TRUE,1,,,,,
XJO,20170925,5682.1001,5710.3999,5679.2002,5683.72998,401344416,0,21.6001,TRUE,2,,,,,
XJO,20170922,5655.3999,5688.2002,5655.3999,5682.13721,440686240,0,35,TRUE,3,,,,,
XJO,20170921,5709.1001,5709.1001,5639.3999,5655.41992,670152192,0,70.8999,TRUE,4,,,,,
XJO,20170920,5713.6001,5713.6001,5680.5,5709.09082,515943680,0,10.8999,TRUE,5,,,,,
XJO,20170919,5720.6001,5742.2002,5713.57715,5713.57715,552900928,0,60.19995,TRUE,6,,,,,
XJO,20170918,5695,5731.5,5695,5720.59912,454107008,0,16.5,FALSE,0,,,,,
XJO,20170915,5738.7002,5738.7002,5686.3999,5695.02295,772648320,0,40.7998,TRUE,1,,,,,
XJO,20170914,5744.2998,5749,5726.2998,5738.67822,479382144,0,24,FALSE,0,,,,,
XJO,20170913,5746.3999,5777.7002,5744.25586,5744.25586,510909152,0,35.80005,TRUE,1,,,,,
XJO,20170912,5713.1001,5764.6001,5713.1001,5746.44092,556612992,0,49.6001,TRUE,2,,,,,
XJO,20170911,5672.7998,5723,5669.7998,5713.14893,451485216,0,50.6001,TRUE,3,,,,,
XJO,20170908,5689.8999,5694.2002,5661.3999,5672.61719,480914976,0,30.8999,FALSE,0,,,,,
XJO,20170907,5689.7002,5718.1001,5679.2998,5689.88184,615104832,0,23,FALSE,0,,,,,
XJO,20170906,5706.2002,5706.2002,5662.7002,5689.72998,589780992,0,26.1001,FALSE,0,,,,,
XJO,20170905,5702,5706.23291,5666.2002,5706.23291,451894912,0,35.1001,TRUE,1,,,,,
XJO,20170904,5724.6001,5724.6001,5690,5702.00195,394539456,0,30.80005,TRUE,2,,,,,
XJO,20170901,5714.5,5734.8999,5700.7998,5724.5918,543745280,0,55.19995,FALSE,0,,,,,
XJO,20170831,5669.7002,5714.52197,5669.7002,5714.52197,848636096,0,19.5,TRUE,1,,,,,
XJO,20170830,5669,5691.2998,5654.8999,5669.72119,644698496,0,25.70581,FALSE,0,,,,,
XJO,20170829,5709.7002,5709.7002,5645.7998,5669.01221,663895680,0,35,FALSE,0,,,,,
XJO,20170828,5743.8999,5746.2998,5699.6001,5709.89209,546027072,0,45.5,FALSE,0,,,,,
XJO,20170825,5745.5,5750.5,5721.2998,5743.86084,810392832,0,22.5,TRUE,1,,,,,
